Label,wrist,thumb cmc,thumb mcp,thumb ip,thumb tip,index finger mcp,index finger pip,index finger dip,index finger tip,middle finger mcp,middle finger pip,middle finger dip,middle finger tip,ring finger mcp,ring finger pip,ring finger dip,ring finger tip,pinky mcp,pinky pip,pinky dip,pinky tip
0,"[0.6755766272544861, 0.7490350604057312, -3.118319966688432e-07]","[0.6340886950492859, 0.7267583608627319, -0.04660220071673393]","[0.5890909433364868, 0.7148995399475098, -0.0881405621767044]","[0.5475103855133057, 0.7321949601173401, -0.12132451683282852]","[0.5354959964752197, 0.7615999579429626, -0.1514991819858551]","[0.662089467048645, 0.6997812390327454, -0.09898892045021057]","[0.56773841381073, 0.7324965000152588, -0.13795913755893707]","[0.5513259172439575, 0.7445091009140015, -0.16108039021492004]","[0.5599333643913269, 0.7485851049423218, -0.17657335102558136]","[0.6908395290374756, 0.7295545339584351, -0.09436139464378357]","[0.5892881155014038, 0.7681471109390259, -0.12324989587068558]","[0.5898622274398804, 0.7638695240020752, -0.12528100609779358]","[0.6118473410606384, 0.7546664476394653, -0.13066522777080536]","[0.7042585015296936, 0.7581231594085693, -0.0909140482544899]","[0.6089683175086975, 0.7900071740150452, -0.11070262640714645]","[0.6084320545196533, 0.7798801064491272, -0.09243226796388626]","[0.6285663843154907, 0.7670007348060608, -0.08149071782827377]","[0.7071711421012878, 0.781866192817688, -0.0938965454697609]","[0.6342036128044128, 0.8034249544143677, -0.11079730838537216]","[0.6278855800628662, 0.7927387356758118, -0.10136910527944565]","[0.6427221894264221, 0.7790936231613159, -0.09294240176677704]"
0,"[0.4450855255126953, 0.7129636406898499, 4.1311926679554745e-07]","[0.4603366255760193, 0.7226190567016602, -0.12079563736915588]","[0.5297906398773193, 0.7400019764900208, -0.15591710805892944]","[0.6035280823707581, 0.7664138078689575, -0.1585419476032257]","[0.6728895902633667, 0.7836713790893555, -0.14889810979366302]","[0.5894894003868103, 0.6628938913345337, -0.12974804639816284]","[0.6782458424568176, 0.7013553977012634, -0.18420806527137756]","[0.7358984351158142, 0.725721538066864, -0.21679705381393433]","[0.7941566705703735, 0.7414113283157349, -0.23412060737609863]","[0.6056680083274841, 0.6730877161026001, -0.07262110710144043]","[0.6485041379928589, 0.7288528680801392, -0.1281859278678894]","[0.5921708941459656, 0.7383021712303162, -0.13556699454784393]","[0.5626052021980286, 0.7250534296035767, -0.12859350442886353]","[0.6161070466041565, 0.6862279176712036, -0.026144692674279213]","[0.6489700078964233, 0.735374927520752, -0.08715519309043884]","[0.5905328392982483, 0.7425615787506104, -0.09044494479894638]","[0.5746376514434814, 0.7252378463745117, -0.07636716961860657]","[0.6228195428848267, 0.6997756958007812, 0.012986027635633945]","[0.6418728828430176, 0.7375732064247131, -0.03281794488430023]","[0.6046956777572632, 0.7423304915428162, -0.041436344385147095]","[0.5854849219322205, 0.727344810962677, -0.03520674630999565]"
0,"[0.3242054581642151, 0.7307592034339905, 3.3813213917710527e-07]","[0.4014638066291809, 0.7509682774543762, -0.0897742286324501]","[0.50140780210495, 0.7690059542655945, -0.08665863424539566]","[0.58095782995224, 0.7844542860984802, -0.0601981021463871]","[0.6519070267677307, 0.7898021936416626, -0.022407419979572296]","[0.5883404016494751, 0.7099319696426392, -0.011079459451138973]","[0.6890623569488525, 0.7178559899330139, 0.00810455996543169]","[0.7548195123672485, 0.7220324277877808, 0.020435335114598274]","[0.8115043044090271, 0.7255105376243591, 0.028777344152331352]","[0.5627440214157104, 0.7254915237426758, 0.04943866282701492]","[0.6042276620864868, 0.7619104385375977, 0.05105775594711304]","[0.5532231330871582, 0.7664908766746521, 0.04312659427523613]","[0.5141509175300598, 0.7550305128097534, 0.0488421693444252]","[0.5353286862373352, 0.7421800494194031, 0.10176753997802734]","[0.5691628456115723, 0.775398850440979, 0.091746024787426]","[0.5184000730514526, 0.7772102355957031, 0.06571624428033829]","[0.49522244930267334, 0.7680435180664062, 0.059895940124988556]","[0.5188232064247131, 0.7539475560188293, 0.1492096483707428]","[0.538249671459198, 0.7760663628578186, 0.14321966469287872]","[0.500332772731781, 0.7788317203521729, 0.1261949986219406]","[0.4763140082359314, 0.7723380327224731, 0.12142688035964966]"
0,"[0.18155528604984283, 0.7757949233055115, -5.041763415647438e-07]","[0.125246062874794, 0.7543327212333679, -0.07046377658843994]","[0.08627033233642578, 0.745332658290863, -0.12660641968250275]","[0.0796673446893692, 0.7822095155715942, -0.16890345513820648]","[0.10440684854984283, 0.8178760409355164, -0.2062692940235138]","[0.19969993829727173, 0.7298252582550049, -0.14390435814857483]","[0.14313280582427979, 0.775087296962738, -0.19429606199264526]","[0.11187145113945007, 0.8010445237159729, -0.22070474922657013]","[0.106895312666893, 0.8135772347450256, -0.23975692689418793]","[0.2459201216697693, 0.7625554800033569, -0.13402394950389862]","[0.1560395359992981, 0.8122346997261047, -0.1886894702911377]","[0.11111386120319366, 0.8266348838806152, -0.1980302780866623]","[0.09841378033161163, 0.8291265964508057, -0.20290879905223846]","[0.26275449991226196, 0.7928922772407532, -0.12519106268882751]","[0.1597949117422104, 0.8353093266487122, -0.1632475107908249]","[0.13026174902915955, 0.8322476148605347, -0.14973701536655426]","[0.13276633620262146, 0.8177928924560547, -0.14019045233726501]","[0.26128271222114563, 0.8169234991073608, -0.12365143746137619]","[0.1757146716117859, 0.8440122008323669, -0.15374703705310822]","[0.1422385573387146, 0.8386404514312744, -0.14597178995609283]","[0.1360776722431183, 0.8251100182533264, -0.13740597665309906]"
0,"[0.5260745286941528, 0.7078772187232971, -4.6051818003434164e-07]","[0.44351014494895935, 0.713991105556488, -0.04312354698777199]","[0.3680093586444855, 0.7440569996833801, -0.10258322209119797]","[0.33672553300857544, 0.7868413329124451, -0.15426461398601532]","[0.34060126543045044, 0.8214408755302429, -0.2062467634677887]","[0.3947574198246002, 0.7176045775413513, -0.16000770032405853]","[0.3272683620452881, 0.7875739336013794, -0.21593979001045227]","[0.3177066445350647, 0.8157597780227661, -0.2465006560087204]","[0.3230389356613159, 0.830109715461731, -0.2647046148777008]","[0.45801377296447754, 0.7338513135910034, -0.16275694966316223]","[0.3884088695049286, 0.8085262775421143, -0.19712798297405243]","[0.39005783200263977, 0.7986568212509155, -0.18655811250209808]","[0.40492764115333557, 0.7807973027229309, -0.18581895530223846]","[0.5117956399917603, 0.7537007331848145, -0.16213390231132507]","[0.4415894150733948, 0.819281816482544, -0.17796848714351654]","[0.43360283970832825, 0.807033360004425, -0.13230842351913452]","[0.4442861080169678, 0.7892513871192932, -0.10643262416124344]","[0.5492805242538452, 0.7731284499168396, -0.16894376277923584]","[0.48312920331954956, 0.8236317038536072, -0.18662092089653015]","[0.47100406885147095, 0.8139514327049255, -0.1609533578157425]","[0.4791545271873474, 0.7963120937347412, -0.14106300473213196]"
0,"[0.4107060134410858, 0.7158503532409668, 8.351647551307906e-08]","[0.41207239031791687, 0.7183539271354675, -0.11671587824821472]","[0.46665000915527344, 0.7263641953468323, -0.15861056745052338]","[0.5424659848213196, 0.747465193271637, -0.171701580286026]","[0.6154187321662903, 0.7587030529975891, -0.17491556704044342]","[0.5441160202026367, 0.6526524424552917, -0.13030113279819489]","[0.6289246678352356, 0.6898590326309204, -0.17935875058174133]","[0.6784652471542358, 0.7142810225486755, -0.2048722207546234]","[0.7319105267524719, 0.7291068434715271, -0.22018007934093475]","[0.5760630369186401, 0.6635407209396362, -0.08043596893548965]","[0.6040098071098328, 0.72398442029953, -0.13269531726837158]","[0.5458643436431885, 0.7321147918701172, -0.13927312195301056]","[0.5174145102500916, 0.7162995338439941, -0.13621413707733154]","[0.5898573994636536, 0.6798188090324402, -0.04027704522013664]","[0.6048011183738708, 0.7349490523338318, -0.09830750524997711]","[0.542319655418396, 0.740116536617279, -0.10108773410320282]","[0.5204364061355591, 0.7201798558235168, -0.09110599756240845]","[0.5953854322433472, 0.6966784000396729, -0.00793800875544548]","[0.59712815284729, 0.7355861067771912, -0.05906370282173157]","[0.5543985962867737, 0.7394541501998901, -0.07278311997652054]","[0.532620906829834, 0.722694993019104, -0.07131379842758179]"
0,"[0.39036354422569275, 0.7718546986579895, -1.3882964822187205e-07]","[0.3635576367378235, 0.7683568000793457, -0.09198178350925446]","[0.4172244369983673, 0.7660344839096069, -0.11757095903158188]","[0.4945405423641205, 0.7706536650657654, -0.11596435308456421]","[0.5578717589378357, 0.7720087766647339, -0.10566894710063934]","[0.4383382499217987, 0.6984418034553528, -0.12807337939739227]","[0.5083098411560059, 0.680992066860199, -0.16887116432189941]","[0.5673057436943054, 0.6745408773422241, -0.1905779391527176]","[0.6181214451789856, 0.6666214466094971, -0.20551902055740356]","[0.4994954466819763, 0.712693989276886, -0.08712411671876907]","[0.533636212348938, 0.7316577434539795, -0.1256091147661209]","[0.4783465266227722, 0.7463237047195435, -0.1246049553155899]","[0.44550490379333496, 0.7388714551925659, -0.11900177597999573]","[0.5436678528785706, 0.7320088744163513, -0.05171731859445572]","[0.5522201061248779, 0.7525975108146667, -0.09407816082239151]","[0.4911038875579834, 0.7631748914718628, -0.08572801947593689]","[0.4670366644859314, 0.7508041262626648, -0.07266460359096527]","[0.5709254145622253, 0.7475634813308716, -0.022141853347420692]","[0.5634892582893372, 0.763336718082428, -0.050294335931539536]","[0.5166053175926208, 0.7698890566825867, -0.04801405221223831]","[0.49578139185905457, 0.7605158686637878, -0.041713736951351166]"
0,"[0.4052146077156067, 0.7602034211158752, -5.23975813848665e-07]","[0.3244190514087677, 0.7812458872795105, -0.04958873614668846]","[0.2585804760456085, 0.8241866230964661, -0.11043445765972137]","[0.2436135709285736, 0.8806796073913574, -0.16351814568042755]","[0.26389631628990173, 0.9268240928649902, -0.21732120215892792]","[0.28169870376586914, 0.7879462242126465, -0.16232548654079437]","[0.23434531688690186, 0.8787511587142944, -0.2185577005147934]","[0.2265109419822693, 0.9144487977027893, -0.24987928569316864]","[0.23220022022724152, 0.9307734966278076, -0.26763156056404114]","[0.35810592770576477, 0.7943001985549927, -0.16384220123291016]","[0.3126070201396942, 0.8895392417907715, -0.19820523262023926]","[0.3045267164707184, 0.8790643215179443, -0.191815584897995]","[0.30877262353897095, 0.858529806137085, -0.1930757611989975]","[0.4244752824306488, 0.8081199526786804, -0.16208615899085999]","[0.3725298047065735, 0.8915756344795227, -0.17944549024105072]","[0.35334962606430054, 0.8793848752975464, -0.140872523188591]","[0.35220858454704285, 0.858222484588623, -0.11801886558532715]","[0.469679594039917, 0.8247106075286865, -0.16843028366565704]","[0.4237401783466339, 0.8906892538070679, -0.18579307198524475]","[0.4047844707965851, 0.8822078108787537, -0.16153912246227264]","[0.4019732177257538, 0.8644460439682007, -0.14127463102340698]"
0,"[0.43035292625427246, 0.7199648022651672, 4.1938551476050634e-07]","[0.45110708475112915, 0.7257502675056458, -0.11042559146881104]","[0.5262135863304138, 0.7393360733985901, -0.13469313085079193]","[0.6049101948738098, 0.7596629858016968, -0.1285432130098343]","[0.6690753698348999, 0.771218478679657, -0.10981664061546326]","[0.5815351605415344, 0.6567474603652954, -0.10258625447750092]","[0.6737067103385925, 0.6916366219520569, -0.14057309925556183]","[0.7319104671478271, 0.7131481170654297, -0.16055645048618317]","[0.7883930206298828, 0.7263060808181763, -0.17093287408351898]","[0.5985665321350098, 0.6678861975669861, -0.049411218613386154]","[0.6576403975486755, 0.7272729873657227, -0.10069763660430908]","[0.6012151837348938, 0.7396366000175476, -0.1105601042509079]","[0.5702184438705444, 0.7264388203620911, -0.1029714047908783]","[0.6134976744651794, 0.6818541884422302, -0.005417572800070047]","[0.6560280919075012, 0.733025312423706, -0.06461488455533981]","[0.5955294966697693, 0.7418783903121948, -0.06998520344495773]","[0.5814566612243652, 0.7246270775794983, -0.055531781166791916]","[0.6195162534713745, 0.6945539712905884, 0.032468803226947784]","[0.6420360207557678, 0.7319040894508362, -0.010139861144125462]","[0.6036570072174072, 0.7398642897605896, -0.018432583659887314]","[0.5873648524284363, 0.7264689803123474, -0.012091388925909996]"
0,"[0.2989369332790375, 0.7114647030830383, -4.045108141781384e-07]","[0.23441533744335175, 0.6863231658935547, -0.015991060063242912]","[0.1762945055961609, 0.666035532951355, -0.037053704261779785]","[0.14242522418498993, 0.6534333229064941, -0.05835510045289993]","[0.1454491913318634, 0.6452489495277405, -0.07763461768627167]","[0.19549992680549622, 0.6145516633987427, -0.040523555129766464]","[0.13056588172912598, 0.6013474464416504, -0.07354918122291565]","[0.08713206648826599, 0.591372013092041, -0.09694506973028183]","[0.05268050730228424, 0.5814738869667053, -0.11430595070123672]","[0.2331230640411377, 0.6206645965576172, -0.04949045926332474]","[0.13958296179771423, 0.6641024947166443, -0.07227657735347748]","[0.1568441390991211, 0.6802037358283997, -0.073005311191082]","[0.18774399161338806, 0.6780274510383606, -0.07517167925834656]","[0.264661967754364, 0.6438927054405212, -0.060986507683992386]","[0.17523427307605743, 0.6912387013435364, -0.07980257272720337]","[0.1935804784297943, 0.6988858580589294, -0.06487768888473511]","[0.21929582953453064, 0.6923109292984009, -0.05626703053712845]","[0.28932616114616394, 0.6721696853637695, -0.07543128728866577]","[0.21434646844863892, 0.7058065533638, -0.09512051939964294]","[0.22271136939525604, 0.7101800441741943, -0.08774926513433456]","[0.24310073256492615, 0.7029622197151184, -0.07956680655479431]"
0,"[0.21047468483448029, 0.731397271156311, 2.952724571514409e-07]","[0.19535230100154877, 0.7812709212303162, -0.07540243864059448]","[0.2625533640384674, 0.8186541795730591, -0.0951673611998558]","[0.342390239238739, 0.8332377672195435, -0.08938553184270859]","[0.40339767932891846, 0.8428239822387695, -0.07576495409011841]","[0.3348086476325989, 0.7772915959358215, -0.12659861147403717]","[0.4228448271751404, 0.8149170875549316, -0.15159162878990173]","[0.4790746569633484, 0.8358930945396423, -0.15869511663913727]","[0.5269394516944885, 0.8523653745651245, -0.1619960218667984]","[0.3718361258506775, 0.756904125213623, -0.08426116406917572]","[0.386755108833313, 0.8119860291481018, -0.09908777475357056]","[0.33736440539360046, 0.8133919835090637, -0.08575734496116638]","[0.30787843465805054, 0.7984962463378906, -0.0751473605632782]","[0.38743114471435547, 0.749445378780365, -0.043316904455423355]","[0.39297816157341003, 0.8029773831367493, -0.055592745542526245]","[0.3415599763393402, 0.8022246956825256, -0.042322758585214615]","[0.3232458531856537, 0.7917800545692444, -0.032460615038871765]","[0.3933175206184387, 0.7490608096122742, -0.007920831441879272]","[0.38234731554985046, 0.7921479940414429, -0.016910113394260406]","[0.34459230303764343, 0.7922746539115906, -0.014749024994671345]","[0.33455824851989746, 0.7831035256385803, -0.01310310885310173]"
0,"[0.23174190521240234, 0.7478852272033691, -5.437114509732055e-07]","[0.16285577416419983, 0.7357884049415588, -0.05654296651482582]","[0.100425586104393, 0.7416766881942749, -0.11026375740766525]","[0.07072699069976807, 0.7828497886657715, -0.15625378489494324]","[0.07697762548923492, 0.8219905495643616, -0.20105965435504913]","[0.1833450198173523, 0.7370474338531494, -0.13075052201747894]","[0.11733143031597137, 0.7763688564300537, -0.1854257583618164]","[0.09058865904808044, 0.8006073236465454, -0.219181627035141]","[0.08261485397815704, 0.8132503032684326, -0.24014821648597717]","[0.2248467206954956, 0.7665650844573975, -0.1280490607023239]","[0.13701191544532776, 0.8203539252281189, -0.17315711081027985]","[0.10823886096477509, 0.8309386968612671, -0.18102379143238068]","[0.10619427263736725, 0.8277320861816406, -0.18902137875556946]","[0.24805375933647156, 0.7946107983589172, -0.12636896967887878]","[0.15938270092010498, 0.8382507562637329, -0.16074635088443756]","[0.13304442167282104, 0.838433563709259, -0.1455942839384079]","[0.13374173641204834, 0.8269721269607544, -0.1357303112745285]","[0.25805267691612244, 0.817076563835144, -0.13120286166667938]","[0.18631558120250702, 0.8459625244140625, -0.15608111023902893]","[0.15734796226024628, 0.8430554270744324, -0.14318151772022247]","[0.14967434108257294, 0.8322563171386719, -0.13239175081253052]"
0,"[0.28310373425483704, 0.7302162647247314, -4.916687998957059e-07]","[0.2164020538330078, 0.7183445692062378, -0.0543920136988163]","[0.1520659476518631, 0.7280716300010681, -0.1094924584031105]","[0.12072588503360748, 0.7614365816116333, -0.15654107928276062]","[0.11673447489738464, 0.792445182800293, -0.20287968218326569]","[0.22999757528305054, 0.7175315618515015, -0.1311686486005783]","[0.16264158487319946, 0.7514231204986572, -0.1832481324672699]","[0.1295921355485916, 0.7782725095748901, -0.2146647423505783]","[0.11000722646713257, 0.7935844659805298, -0.23365715146064758]","[0.26893460750579834, 0.7443931102752686, -0.12966126203536987]","[0.18180634081363678, 0.7929507493972778, -0.1824563443660736]","[0.13573884963989258, 0.8149791359901428, -0.19664499163627625]","[0.1108265370130539, 0.8229541778564453, -0.20482826232910156]","[0.2891513705253601, 0.7718467712402344, -0.12696713209152222]","[0.1980610489845276, 0.814884603023529, -0.1657540202140808]","[0.16112247109413147, 0.8222702741622925, -0.15463416278362274]","[0.14806851744651794, 0.8169506192207336, -0.14535485208034515]","[0.2969095706939697, 0.7939674258232117, -0.12942862510681152]","[0.2212861180305481, 0.8252984285354614, -0.15416109561920166]","[0.18196779489517212, 0.8291387557983398, -0.14003823697566986]","[0.1639791876077652, 0.8242719769477844, -0.12757648527622223]"
0,"[0.2489580512046814, 0.6959315538406372, -2.474210987202241e-07]","[0.18783755600452423, 0.6728745698928833, -0.005544669460505247]","[0.12008405476808548, 0.6584728360176086, -0.02362477406859398]","[0.06991202384233475, 0.6562800407409668, -0.04167098551988602]","[0.038100212812423706, 0.6521926522254944, -0.05986862629652023]","[0.11300386488437653, 0.6163459420204163, -0.04808435216546059]","[0.03457328677177429, 0.6104980111122131, -0.08097845315933228]","[-0.012263432145118713, 0.605114221572876, -0.10287000983953476]","[-0.04950918257236481, 0.5989950299263, -0.11852515488862991]","[0.14425010979175568, 0.6265043020248413, -0.0611988790333271]","[0.05327903479337692, 0.6688546538352966, -0.08152429014444351]","[0.08076082915067673, 0.6821017265319824, -0.0775337666273117]","[0.11083190143108368, 0.6767946481704712, -0.07778528332710266]","[0.17062750458717346, 0.6521826982498169, -0.07504472136497498]","[0.08769582211971283, 0.6977013945579529, -0.09145884960889816]","[0.11918817460536957, 0.7018954753875732, -0.07806865870952606]","[0.14812806248664856, 0.6919073462486267, -0.072236567735672]","[0.19407275319099426, 0.6810529232025146, -0.08946538716554642]","[0.12346780300140381, 0.7123768925666809, -0.10539426654577255]","[0.14520104229450226, 0.7126815915107727, -0.09649424999952316]","[0.17096534371376038, 0.7038670182228088, -0.08945554494857788]"
0,"[0.20291417837142944, 0.7296311855316162, 4.0902202158576983e-07]","[0.26903319358825684, 0.7345150709152222, -0.09477724879980087]","[0.36517468094825745, 0.740406334400177, -0.10308321565389633]","[0.44834551215171814, 0.7506058812141418, -0.08716557919979095]","[0.5183520317077637, 0.7513369917869568, -0.060854293406009674]","[0.4314442574977875, 0.6805197596549988, -0.03572786971926689]","[0.5336889624595642, 0.6742437481880188, -0.036082860082387924]","[0.6036803126335144, 0.6702180504798889, -0.037057433277368546]","[0.6597687005996704, 0.6687073707580566, -0.0355171300470829]","[0.41442781686782837, 0.7015091776847839, 0.026080871000885963]","[0.4671783447265625, 0.7348980903625488, 0.011361881159245968]","[0.4160240888595581, 0.7415564060211182, 0.0030381064862012863]","[0.3703615665435791, 0.7349900007247925, 0.01079854741692543]","[0.3961654603481293, 0.7230001091957092, 0.07989833503961563]","[0.44335880875587463, 0.751267671585083, 0.05744435265660286]","[0.3929552137851715, 0.752555251121521, 0.038860585540533066]","[0.36289337277412415, 0.7451651096343994, 0.0407211072742939]","[0.38618022203445435, 0.7380329966545105, 0.12887269258499146]","[0.41248780488967896, 0.7563075423240662, 0.11702058464288712]","[0.37797126173973083, 0.7578086256980896, 0.10576362162828445]","[0.3536096513271332, 0.7538557648658752, 0.10686398297548294]"
0,"[0.6524245738983154, 0.7560476064682007, -1.5600025449202803e-07]","[0.5697530508041382, 0.7230768203735352, -0.014403210952877998]","[0.44604092836380005, 0.7277288436889648, -0.03871913626790047]","[0.34853529930114746, 0.749660849571228, -0.05983768776059151]","[0.27792179584503174, 0.7647966146469116, -0.08257424831390381]","[0.4167800545692444, 0.7013115286827087, -0.07253509759902954]","[0.2849277853965759, 0.7167024612426758, -0.11188791692256927]","[0.20299775898456573, 0.7249975800514221, -0.13188496232032776]","[0.13876748085021973, 0.7287157773971558, -0.14846481382846832]","[0.43990349769592285, 0.7274054884910583, -0.0843387171626091]","[0.3251499533653259, 0.7890631556510925, -0.11867083609104156]","[0.37226322293281555, 0.8009722232818604, -0.11048345267772675]","[0.4128691256046295, 0.7878158688545227, -0.10624529421329498]","[0.4703143537044525, 0.76112300157547, -0.09605170786380768]","[0.39042577147483826, 0.8193197846412659, -0.12305864691734314]","[0.4362054765224457, 0.8181352019309998, -0.10029664635658264]","[0.4668641686439514, 0.7989214658737183, -0.0870058611035347]","[0.5049473643302917, 0.7937421798706055, -0.10909982025623322]","[0.4534403085708618, 0.8347907662391663, -0.13444580137729645]","[0.4888783097267151, 0.8307985067367554, -0.12435531616210938]","[0.5138930082321167, 0.8150060772895813, -0.11529697477817535]"
0,"[0.30536311864852905, 0.7382199764251709, -4.5373454327091167e-07]","[0.2565024197101593, 0.7224067449569702, -0.04769225791096687]","[0.20346584916114807, 0.7211330533027649, -0.09518515318632126]","[0.17326098680496216, 0.7500717639923096, -0.13558930158615112]","[0.17484647035598755, 0.7800631523132324, -0.17376597225666046]","[0.28010642528533936, 0.7104907035827637, -0.11079014837741852]","[0.2050827443599701, 0.7516250014305115, -0.1602066457271576]","[0.1805020570755005, 0.7716894149780273, -0.19120827317237854]","[0.17322410643100739, 0.7781963348388672, -0.2110661268234253]","[0.3137829899787903, 0.7370705604553223, -0.11011486500501633]","[0.22504284977912903, 0.7877259850502014, -0.1530078649520874]","[0.19849258661270142, 0.7966369986534119, -0.16114144027233124]","[0.19411367177963257, 0.7924312949180603, -0.16855235397815704]","[0.3334621787071228, 0.7636595964431763, -0.11042983829975128]","[0.24440087378025055, 0.8064635396003723, -0.14011287689208984]","[0.2209184765815735, 0.8058736324310303, -0.12513267993927002]","[0.2207227647304535, 0.7944002151489258, -0.11574938148260117]","[0.3428685963153839, 0.7880512475967407, -0.11675066500902176]","[0.27083081007003784, 0.8172913193702698, -0.13749700784683228]","[0.2457941770553589, 0.8123162984848022, -0.12624222040176392]","[0.24220150709152222, 0.799886167049408, -0.11680210381746292]"
0,"[0.4601518511772156, 0.8480419516563416, -7.08461698195606e-07]","[0.3657452464103699, 0.83307945728302, -0.05601460114121437]","[0.3232234716415405, 0.8064491748809814, -0.09122446924448013]","[0.3551449477672577, 0.7952341437339783, -0.11455199867486954]","[0.4034423232078552, 0.7916838526725769, -0.1289207488298416]","[0.3938228487968445, 0.725633442401886, -0.08039582520723343]","[0.389443963766098, 0.7762379050254822, -0.11340146511793137]","[0.3821578621864319, 0.8003669381141663, -0.1271618753671646]","[0.39161601662635803, 0.7945096492767334, -0.14022515714168549]","[0.45409828424453735, 0.7271896004676819, -0.0720936506986618]","[0.43483999371528625, 0.7815958261489868, -0.10265114158391953]","[0.415526807308197, 0.8043246269226074, -0.101958729326725]","[0.41993802785873413, 0.7959262132644653, -0.10431993007659912]","[0.4975767433643341, 0.7418644428253174, -0.06815134733915329]","[0.4713119864463806, 0.79402095079422, -0.09532666951417923]","[0.449385404586792, 0.8128585815429688, -0.08285339921712875]","[0.44896209239959717, 0.8042328357696533, -0.07716124504804611]","[0.5296112298965454, 0.7627562284469604, -0.07066932320594788]","[0.5030391216278076, 0.8025150299072266, -0.09393589943647385]","[0.4777728319168091, 0.8190736174583435, -0.0924886092543602]","[0.46801573038101196, 0.8136381506919861, -0.0906810387969017]"
0,"[0.44443148374557495, 0.7470476627349854, -1.1363451335455466e-07]","[0.3803907632827759, 0.7150378227233887, -0.009570907801389694]","[0.29003211855888367, 0.7156870365142822, -0.024660222232341766]","[0.22746166586875916, 0.7387609481811523, -0.03874358907341957]","[0.2020588517189026, 0.760545551776886, -0.05367998406291008]","[0.2609517574310303, 0.697014570236206, -0.038576412945985794]","[0.16778208315372467, 0.7206172943115234, -0.06150166690349579]","[0.11325502395629883, 0.7350383996963501, -0.07798150926828384]","[0.06778568029403687, 0.7429790496826172, -0.09196862578392029]","[0.2849116027355194, 0.7131357789039612, -0.04666505381464958]","[0.21424925327301025, 0.7624479532241821, -0.05982498824596405]","[0.24560633301734924, 0.7642965316772461, -0.05864817649126053]","[0.2706157863140106, 0.7505089044570923, -0.06263870000839233]","[0.31292566657066345, 0.737088143825531, -0.05504028499126434]","[0.2558914124965668, 0.785091757774353, -0.06420152634382248]","[0.2882908880710602, 0.778207540512085, -0.055624254047870636]","[0.3100011944770813, 0.759677529335022, -0.054546911269426346]","[0.34268710017204285, 0.761318564414978, -0.06474972516298294]","[0.2977057993412018, 0.7961685657501221, -0.07534976303577423]","[0.3238683342933655, 0.7901478409767151, -0.06894873082637787]","[0.34834805130958557, 0.7761656641960144, -0.06534694880247116]"
0,"[0.2742895483970642, 0.7193657755851746, -1.2659177173190983e-07]","[0.2861197292804718, 0.739687979221344, -0.07562555372714996]","[0.34080150723457336, 0.7434995770454407, -0.10779809206724167]","[0.4078519642353058, 0.7394285202026367, -0.12040124088525772]","[0.46389541029930115, 0.7278147339820862, -0.1255859136581421]","[0.35554707050323486, 0.6963693499565125, -0.10973793268203735]","[0.44297724962234497, 0.7197967767715454, -0.13438419997692108]","[0.45379480719566345, 0.7340320944786072, -0.13511069118976593]","[0.4490976333618164, 0.7356638312339783, -0.13559260964393616]","[0.38441216945648193, 0.6843904852867126, -0.07691141963005066]","[0.44562122225761414, 0.721099853515625, -0.10041145980358124]","[0.4134880304336548, 0.735867977142334, -0.0952778160572052]","[0.3793852925300598, 0.7317218780517578, -0.09330098330974579]","[0.40720701217651367, 0.6820157766342163, -0.046926625072956085]","[0.45265015959739685, 0.7169589996337891, -0.06898333132266998]","[0.4134616255760193, 0.7284948229789734, -0.05842079222202301]","[0.38118183612823486, 0.720474898815155, -0.052281733602285385]","[0.4231727421283722, 0.6840851306915283, -0.022397560998797417]","[0.4542131721973419, 0.7158213257789612, -0.042676929384469986]","[0.42279696464538574, 0.7260807156562805, -0.043537117540836334]","[0.3975743353366852, 0.7194293737411499, -0.0428447425365448]"
0,"[0.29256826639175415, 0.7504620552062988, 3.8401392998821393e-07]","[0.3647354245185852, 0.7670189142227173, -0.09392816573381424]","[0.46218112111091614, 0.7764741778373718, -0.09249377250671387]","[0.540209174156189, 0.7863871455192566, -0.06475608050823212]","[0.6107774972915649, 0.7875529527664185, -0.02594738081097603]","[0.5372089147567749, 0.7151240110397339, -0.024542562663555145]","[0.6347848176956177, 0.7127912640571594, -0.0081467991694808]","[0.7013635039329529, 0.7110246419906616, 0.002148041967302561]","[0.7544888257980347, 0.7097866535186768, 0.010382854379713535]","[0.510732889175415, 0.7274253368377686, 0.04185274615883827]","[0.5618532299995422, 0.7578448057174683, 0.048575326800346375]","[0.5166047215461731, 0.7657561898231506, 0.044226955622434616]","[0.47684475779533386, 0.7585164904594421, 0.050826504826545715]","[0.48786094784736633, 0.7424231767654419, 0.10010048002004623]","[0.531557559967041, 0.772098958492279, 0.09488040953874588]","[0.48266685009002686, 0.7778335809707642, 0.06828281283378601]","[0.4601045846939087, 0.7709418535232544, 0.06038833409547806]","[0.47734832763671875, 0.7525266408920288, 0.15332679450511932]","[0.49921923875808716, 0.7719876170158386, 0.14992927014827728]","[0.4659113883972168, 0.7784181833267212, 0.1304461658000946]","[0.44344210624694824, 0.7742220163345337, 0.12270433455705643]"
